NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP15458,WINNY FINANCE (PTY) LTD,,2021/957266/07,011 791 2349,,48 Mitton Avenue Orkney 2619,Orkney,1/5/2022,Registered!
NCRCP15460,INFINITY FIVE CONSULTING (PTY) LTD,,2021/512917/07,073 612 0512,,7 Aspey Street Kuruman 8460,Kuruman,1/5/2022,Registered!
NCRCP3877,GREEN OLIVE TREE FINANCES CC,,2008/248978/23,056 215 2025,,56 Murray Street Kroonstad 9499,Kroonstad,4/23/2009,Registered!
NCRCP3883,W A S CONSULTANTS CC,CASH CONVERTERS SOUTHGATE,2004/091273/23,011 452 3015,011 524 0060,"Shop U53 Stoneridge Centre, Corner Cnr Modderfontein & Hereford Road Greenstone Park EDENVALE 1609",EDENVALE,4/16/2009,Registered!
NCRCP3885,DIE RAPPORT ONDERWYSFONDS,,N/A,012 644 4388,086 651 9809,"Die Eike, Atruim Building, 8th Floor 42 Stanley Road Auckland Park Johannesburg 2006",Johannesburg,4/28/2009,Registered!
NCRCP3890,CARNIC FINANCIAL SERVICES CC,LOUHEN PRETORIA NOORD,2008/134918/23,012 565 5179,012 546 2512,"Room 17, 260 Pretoria North Burger Street Pretoria 0182",Pretoria,4/21/2009,Registered!
NCRCP3895,SAMAB RETAILERS (PTY) LTD,FRIEDMAN AND COHEN,1995/008048/07,021 853 1070,,Cnr Main & Wesley Street Strand 7139,Strand,3/2/2009,Registered!
NCRCP390,SWU CREDIT SOLUTIONS (PTY) LTD,CREDIT SOLUTIONS,2000/031128/07,012 683 9603,,Maxi Building 1293 South Street Swartkop Ext 4 Centurion 0046,Centurion,2/21/2007,Registered!
NCRCP3901,KURATORIUM VAN DIE NEDERDUITS GEREFORMEERDE KERK VAN TRANSVAAL,,N/A,012 420 2892,012 420 4016,"Teologie Gebou, Room 2 - 24 University Of Pretoria Pretoria 0028",Pretoria,5/11/2009,Registered!
NCRCP3902,KERKSTRAAT PANDWINKEL CC,,1994/016783/23,014 596 6688,014 596 6688,30 Kerk Street East End RUSTENBURG 0299,RUSTENBURG,4/24/2009,Registered!
NCRCP3909,TSHIMMANGADSIE TRADING CC,TSHIMMANGADSIE TRADING,2009/024271/23,015 962 3414,015 962 3414,"4414 Birch Acres Ext 26, Isimuku Street KEMPTON PARK 1618",KEMPTON PARK,5/8/2009,Registered!
NCRCP3955,SANDY POINT BEACH PROPERTIES (PTY) LTD,,1991/007187/07,083 305 9008,086 562 8773,Zomerlust Estate Bergrivier Boulevard Paarl 7646,Paarl,5/15/2009,Registered!
NCRCP18738,GL ATTORNEYS INC,,2003/011044/21,011 919 8000,011 326 4849,31 Harley Street Ferndale Randburg 2125,Randburg,1/16/2024,Registered!
NCRCP18739,MZ CIVIL ENGINEERS (PTY) LTD,,2019/218034/07,012 306 8965,,16 Windmill Mooi Kloof Ridge Mooikloof 0059,Mooikloof,1/10/2024,Registered!
NCRCP18740,IZINGONYAMA FINANCIAL SERVICES (PTY) LTD,,2019/471549/07,060 846 2867,,Trustfeed Location Mamnani Area Wartburg 3233,Wartburg,1/12/2024,Registered!
NCRCP18741,THABONG CASH LOAN (PTY) LTD,,2023/157716/07,068 125 4309,,6 Chloe Street Bedworth Park Vereeniging 1939,Vereeniging,1/12/2024,Registered!
NCRCP18742,MMALI FINANCE (PTY) LTD,,2019/211252/07,067 004 6125,,333 Persimmon Street Malvern JOHANNESBURG 2000,JOHANNESBURG,1/12/2024,Registered!
NCRCP18743,PURETRESS (PTY) LTD,SASSY CO,2023/223076/07,081 065 5719,,"Shop 6, Santrio Building D F Malan Street VANDERBIJLPARK 1911",VANDERBIJLPARK,1/12/2024,Registered!
NCRCP18744,SNAPPY ENTERPRISE (PTY) LTD,,2022/858797/07,073 612 0512,,6 Emerald Street Bergsig Springbok 8240,Springbok,1/12/2024,Registered!
NCRCP18745,CASH TRADE - FINANCIAL SERVICES (PTY) LTD,,2023/998391/07,073 612 0512,,94 Springbok Street Gelvandale Gqeberha Port Elizabeth 6020,Port Elizabeth,1/12/2024,Registered!
NCRCP18746,ZANDER INTEL (PTY) LTD,ZANDER LOAN,2023/661833/07,076 517 3512,,Esikhumbeni A/A BIZANA 4800,BIZANA,1/16/2024,Registered!
NCRCP18747,ONLINE CASH (PTY) LTD,,2023/235036/07,072 472 9512,,16 Beach Road 2110 Sweet Waters AMANZIMTOTI 4126,AMANZIMTOTI,1/13/2024,Registered!
NCRCP20932,VENTHORPE INVEST (PTY) LTD,,2024/682333/07,062 195 1848,,106 10th Avenue Ravenswood Boksburg 1459,Boksburg,1/6/2025,Registered!
NCRCP20933,RIRHADZU GLADNESS BALOYI,GEE CASH LOAN,N/A,072 411 7263,,602 Block A Mabopane 0190,Mabopane,1/6/2025,Registered!
NCRCP20934,DIKA T HOLDINGS (PTY) LTD,,2024/336830/07,082 741 6748,,204 The Block 7 Aurora Drive Umhlanga Ridge. 4320,Umhlanga Ridge.,1/7/2025,Registered!
NCRCP20935,PHINDULO AND BROTHERS GENERAL TRADING (PTY) LTD,,2023/274171/07,083 314 6795,,House No 2609 Campbell Bokkie Street Musina. 0900,Musina.,1/7/2025,Registered!
NCRCP20936,MOLF HOLDINGS AND PROJECTS (PTY) LTD,MOLF FINANCE,2022/264791/07,073 377 4361,,1196 Maloka Street Pankop 0414,Pankop,1/7/2025,Registered!
NCRCP20937,PRIME LOANS TECHNOLOGY (PTY) LTD,PRIME LOANS,2024/739416/07,081 208 8966,,Dock Road Junction Cnr Stanley & Dock Road Waterfront Cape Town 8001,Cape Town,1/7/2025,Registered!
NCRCP20938,BETHADE FINANCE AND LOANS (PTY) LTD,,2024/204612/07,081 275 6502,,Stand Number 625 Unit F Mnkweng 0727,Mnkweng,12/24/2024,Registered!
NCRCP20939,WEBTECH ENTERPRISES (PTY) LTD,,2024/225820/07,011 568 5349,,44 Wessel Road Edenburg Sandton 2128,Sandton,12/10/2024,Registered!
NCRCP20940,TEOMMO (PTY) LTD,,2023/921920/07,072 896 3434,,2 Phadufufu Street Atteridgeville 0008,Atteridgeville,1/7/2025,Registered!
NCRCP20941,RENMON FINANCE (PTY) LTD,,2023/900773/07,082 581 9281,,Stand No 372 Ha Mangilasi VUWANI 0952,VUWANI,1/7/2025,Registered!
NCRCP15461,CADILLAC BUSINESS SOLUTIONS CC,,2010/105293/23,072 026 5595,,6 Williams Street Wilkopies Klerksdorp 2571,Klerksdorp,1/5/2022,Registered!
NCRCP15462,SOIL LOAN SERVICES (PTY) LTD,SOIL CASH LOANS,2021/807627/07,074 933 2329,,Buffalo Flats 57 John Nash Crescent East London 5209,East London,1/5/2022,Registered!
NCRCP15464,DNOR SERVICES (PTY) LTD,,2021/384620/07,082 475 1900,,159 Manhattan Drive KLIPSPRUIT EXT 2 1809,KLIPSPRUIT EXT 2,1/5/2022,Registered!
NCRCP15465,NTABENI CASH LOAN (PTY) LTD,,2021/867667/07,071 880 2253,,Othobothini Area Jozini 3969,Jozini,1/10/2022,Registered!
NCRCP15469,K2018011296 (SOUTH AFRICA) (PTY) LTD,CHROME,2018/011296/07,072 423 9621,,45 Herrwood Drive Umhlanga 4319,Umhlanga,1/6/2022,Registered!
NCRCP15470,JMH CASH LOANS (PTY) LTD,,2021/713534/07,078 204 7057,086 672 2508,"Shop 657B, Cleary Park Shopping Centre Cnr Stanford and Norman Street BETHELSDORP 6003",BETHELSDORP,1/6/2022,Registered!
NCRCP15471,QUICK STEP FINANCE (PTY) LTD,,2013/139468/07,073 612 0512,,208 San Martinho Leicester Road Bedfordview Gardens 2007,Bedfordview Gardens,1/6/2022,Registered!
NCRCP15476,WEWEMA (PTY) LTD,,2020/515815/07,082 698 4403,,Stand Number 624 Mandlhakazi Nwamitwa 0871,Nwamitwa,1/12/2022,Registered!
NCRCP1548,J F D CASH LOANS CC,,2000/029194/23,018 596 2102,018 596 2102,Bornman Street Wolmaransstad 2630,Wolmaransstad,6/11/2007,Registered!
NCRCP15480,GETRUDE FINANCIAL SERVICES (PTY) LTD,GETRUDE LOANS,2021/602577/07,072 111 7313,,Stand No 1198 Elim 7580,Elim,1/11/2022,Registered!
NCRCP3964,LUCRETIA FINANCIAL SERVICES AND GENERAL TRADING CC,,2007/008230/23,017 647 2018,017 647 3486,2005 9th Street Mzinoni Township Bethal 2310,Bethal,6/5/2009,Registered!
NCRCP397,DUMOLWAKHE CASH LOAN INVESTMENTS CC,,2002/090260/23,035 772 6113,035 7721 615,Unit 9 Tanner Row 27 Tanner Road Empangeni Station 3910,Empangeni Station,5/18/2007,Registered!
NCRCP3977,MAKHORO CASH LOANS AND TRADING CC,,2008/051856/23,  ,014 7363288,6925 Extention Six BELA BELA WARMBATHS 0480,WARMBATHS,6/3/2009,Registered!
NCRCP3981,LOANWIZE CC,,2004/031522/23,012 054 6157,086 510 3901,589 Lois Lane Erasmuskloof Tshwane 0001,Tshwane,10/30/2008,Registered!
NCRCP3986,TENGIZAK CC,,2009/101073/23,082 871 3602,086 545 3826,65 Joseph Street Lynwoodglen Pretoria 0040,Pretoria,6/15/2009,Registered!
NCRCP3994,ATLAS FINANCE (PTY) LTD,ATLAS FINANCE & MAKULU FINANCE,2007/028142/07,087 701 8665,086 681 6816,"C.C.M.A House, 7th Floor Cnr Loveday & Main Streets JOHANNESBURG 2001",JOHANNESBURG,6/12/2009,Registered!
NCRCP4015,TUHF HOLDINGS (PTY) LTD,,2007/024010/07,010 595 9005,,"12th Floor, West Wing Libridge Building 25 Ameshof Street Braamfontein JOHANNESBURG 2001",JOHANNESBURG,6/30/2009,Registered!
NCRCP4016,TUHF LIMITED,,2007/025898/06,010 595 9005,,12th Floor Libridge Building 25 Ameshoff Street Braamfischer JOHANNESBURG 2001,JOHANNESBURG,6/30/2009,Registered!
NCRCP402,WOZIPO CAPITAL (PTY) LTD,,2005/037438/07,011 242 5219,,"4 th Floor, Houghton Estate Office Park Acacia Grove 2 Osborn Road Houghton 2198",Houghton,5/30/2007,Registered!
NCRCP4053,MTCL TRADING ENTERPRISE (PTY) LTD,MAKOKO FINANCE SERVICES,2012/191699/07,  ,086 6666 939,79 Vergelen B JANE FURSE HOSPITAL 1085,JANE FURSE HOSPITAL,7/21/2009,Registered!
NCRCP20942,KRISCHARM TK FINANCIAL SERVICES (PTY) LTD,,2024/535344/07,073 772 3309,,15259 Sunset Street Protea Glen Ext 16 Glenridge TSHIAWELO 1818,TSHIAWELO,1/1/2025,Registered!
NCRCP20943,TDB HOLDINGS (PTY) LTD,,2023/200255/07,076 207 1832,,Etna House 466 Agricura (Dwars) Roads Silverton Industrial Pretoria 0127,Pretoria,1/7/2025,Registered!
NCRCP20944,RTN GROUP (PTY) LTD,,2024/635691/07,072 448 7736,,3A Drooge Street Zeerust Zeerust 2865,Zeerust,1/7/2025,Registered!
NCRCP20945,MASHONISA KA TINA (PTY) LTD,,2022/493811/07,084 889 7703,,51 Saner Street Wentworth Park Krugersdorp 1739,Krugersdorp,1/7/2025,Registered!
NCRCP20946,ICON CASH LOAN (PTY) LTD,,2024/060122/07,066 428 5431,,27 Syringa Drive Forestdale Dundee 3000,Dundee,1/8/2025,Registered!
NCRCP20947,MOGO MA CASH LOAN (PTY) LTD,,2024/188026/07,  ,,31C04 Modubung Village Gakgapane 0838,Gakgapane,1/7/2025,Registered!
NCRCP20948,3 K PROJECTS (PTY) LTD,,2022/534000/07,073 106 2555,,7577 Bell Pepper Crescent The Orchards PRETORIA 0182,PRETORIA,1/7/2025,Registered!
NCRCP20949,OAKHEART CC,,2010/143827/23,010 634 2651,,"8585 Riga Street Cosmo City Roodepoort, 2188","Roodepoort,",1/7/2025,Registered!
NCRCP20950,MPHO PULE GROUP (PTY) LTD,,2015/101352/07,087 550 1823,,House 10435 Rose Avenue Grassland 9306,Grassland,1/6/2025,Registered!
NCRCP20951,EBRALET FINANCIERS (PTY) LTD,,2024/660261/07,072 397 4236,,Lytteltown Office Park 258 Shelanti Avenue Centurion Pretoria 0014,Pretoria,1/7/2025,Registered!
NCRCP15485,ZAMA ZAMA CASH LOAN AND PROJECTS (PTY) LTD,,2020/244404/07,071 587 3429,,42 Jadehill Hillgrove Drive Newlands West 4037,Newlands West,12/6/2021,Registered!
NCRCP15490,SMARTIES CASH LOAN (PTY) LTD,,2021/603848/07,081 070 3913,,Vaalriviersingle 75 Rosedale Upington 8801,Upington,1/17/2022,Registered!
NCRCP15491,IMVOMVO FINANCE (PTY) LTD,,2021/996633/07,087 152 0275,,2014 Florence Crescent Equestria X142 SILVERTON 0184,SILVERTON,1/14/2022,Registered!
NCRCP15492,LUSITO LWETHU (PTY) LTD,,2021/708480/07,072 442 6314,,Stand No 264B Ntunda Trust MALELANE 1320,MALELANE,1/17/2022,Registered!
NCRCP15494,LAM FINANCIAL SERVICES (PTY) LTD,,2018/271269/07,083 899 9143,,23 Moffat Road WARMBATHS 0480,WARMBATHS,1/14/2022,Registered!
NCRCP15495,IKHANDLELA FINANCIAL SERVICES (PTY) LTD,,2021/572068/07,076 388 3436,,359 Dube Street Wattville BENONI 1501,BENONI,1/13/2022,Registered!
NCRCP15496,SEBUENG PETUNIA KHOANE,A4DABLE CASH,N/A,083 484 7054,,3 Spekboom Avenue Doringkruin Klerksdorp 2571,Klerksdorp,1/18/2022,Registered!
NCRCP1550,PHILIP DU PLESSIS,DIE HUISVRIEND VREDENDAL,N/A,027 213 4475,086 513 7800,24 Kerkstraat Vredendal 8160,Vredendal,7/12/2007,Registered!
NCRCP15502,CELULWAZI FINANCIAL AND MORE (PTY) LTD,,2021/161366/07,011 791 2349,086 451 0157,26 Voortrekker Street Newcastle. 2940,Newcastle.,1/17/2022,Registered!
NCRCP15503,SBG FINANCE (PTY) LTD,,2020/805955/07,073 612 0512,,7 Nisbet Place Selborne East London 5201,East London,1/14/2022,Registered!
NCRCP18748,THE BUSINESS ZONE 1846 CC,,2007/083407/23,083 822 3728,,6 St John's Street KOMGA 4950,KOMGA,1/11/2024,Registered!
NCRCP18749,INCOCLOX (PTY) LTD,,2017/154359/07,073 221 8183,,08 Proctor Street Rhodesfield Ext 1 KEMPTON PARK 1619,KEMPTON PARK,1/11/2024,Registered!
NCRCP18750,MOSS FINANCE (PTY) LTD,,2023/915442/07,073 612 0512,,"No 6, Jaloy Centre Mossel Bay 6500",Mossel Bay,1/11/2024,Registered!
NCRCP18751,MAMETJAS TRADING (PTY) LTD,,2022/002355/07,073 571 4033,,Stand No. 10153 Msiphane Village Nwamitwa 0871,Nwamitwa,1/11/2024,Registered!
NCRCP18752,GET MONEY EASY FINANCE (PTY) LTD,,2022/672741/07,064 459 4322,,34 First Avenue Complex Park Town North Johannesburg 2193,Johannesburg,12/20/2023,Registered!
NCRCP18753,XHAMELA FINANCE (PTY ) LTD,,2023/100260/07,083 590 6420,,896 Madondo Street Sibongile Location Dundee 3000,Dundee,12/19/2023,Registered!
NCRCP18754,ZWOTEA ENTERPRISE (PTY) LTD,,2023/830929/07,079 102 0401,,"Stand No 36 Miluwani, Unit C Thohoyandou 0950",Thohoyandou,12/22/2023,Registered!
NCRCP18755,SMART AND QUICK FINANCE (PTY) LTD,SMART AND QUICK LOANS,2023/112574/07,011 805 1403,,71 Jamie Uys Street Vorna Valley MIDRAND 1685,MIDRAND,1/18/2024,Registered!
NCRCP18756,CREDBASE (PTY) LTD,,2023/227758/07,083 309 8131,,23 Camwood Close Extension 20 Ormonde Johannesburg 2091,Johannesburg,1/17/2024,Registered!
NCRCP18757,TREASURE MONEY386 (PTY) LTD,,2021/792326/07,011 568 5349,,Sundumbili 1027 Redhill Sundumbili 4491,Sundumbili,1/17/2024,Registered!
NCRCP4054,MK ACCOUNTING AND FINANCIAL SOLUTIONS CC,MK ACCOUNTING AND FINANCIAL SOLUTIONS,2009/113945/23,031 837 7733,,14 Conyngham Avenue Parkhill DURBAN-NOORD 4051,DURBAN-NOORD,8/2/2009,Registered!
NCRCP406,ESKOM FINANCE COMPANY (PTY) LTD,EFC,1990/001322/07,011 800 3980,086 538 8870,Eskom Megawatt Park 1 Maxwell Drive Sunninghill 2157,Sunninghill,3/23/2007,Registered!
NCRCP4064,BRADBURY TRADING 51 (PTY) LTD,,2009/004295/07,021 851 6357,086 537 5626,31 A Bright Street SOMERSET-WES 7129,SOMERSET-WES,7/29/2009,Registered!
NCRCP4067,VITAL CREDIT (PTY) LTD,,2004/029328/07,086 186 3863,086 754 5131,"Block A, Agri-Hub Offices 477 Witherite Road Die Wilgers Pretoria 0184",Pretoria,5/21/2009,Registered!
NCRCP409,HERMANUS FINANCE CC,AFRICAN FINANCE,2006/053921/23,028 312 4744,,21 Astoria Village 117 Main Road Hermanus 7200,Hermanus,6/3/2007,Registered!
NCRCP4094,ARBEIDSVREUGD VRUGTEPAKKERS (PTY) LTD,,2006/032994/07,028 840 2209,028 840 2123,Arbeidsvreugd Villiersdorp 6848,Villiersdorp,8/28/2009,Registered!
NCRCP413,NJ & NJ STANDER CC,ALLIANCE FINANCIAL CONSULTANTS- HARRISMITH & PHUTHADITJHABA,1996/39890/23,058 623 2596,058 623 2876,5 Denneberg Arcade Piet Retief Street Harrismith 9880,Harrismith,7/3/2007,Registered!
NCRCP4130,BAYPORT SECURITISATION (RF) LTD,,2008/003557/06,087 287 4000,086 263 8994,3 Alice Lane Sandton JOHANNESBURG 2196,JOHANNESBURG,7/27/2009,Registered!
NCRCP4132,I BRIDGING (PTY) LTD,,2008/005097/07,021 914 6703,021 917 1598,"Jygenalley chambers four, Second Floor 27 Willie van Schoor Drive BELLVILLE 7530",BELLVILLE,7/20/2009,Registered!
NCRCP4139,LUSITANIA FINANCIAL SERVICES (PTY) LTD,,1970/006633/07,021 402 4200,,8th Floor 71 Loop Street Cape Town 8000,Cape Town,7/9/2009,Registered!
NCRCP20952,GILIBETHI (PTY) LTD,,2024/646770/07,072 107 5799,,Ezinkondlwaneni Area NQUTU 3135,NQUTU,1/8/2025,Registered!
NCRCP20953,STL PROPERTY INVESTMENT AND MANAGEMENT (PTY) LTD,,2019/421622/07,078 700 8585,,"Unit 27, 150 Devland Golden Highway ELDORADOPARK 1811",ELDORADOPARK,1/7/2025,Registered!
NCRCP20954,CHELETE FINANCIERS (PTY) LTD,,2024/660231/07,074 384 7549,,2641 Grace Street LENASIA SOUTH 1828,LENASIA SOUTH,1/7/2025,Registered!
NCRCP20955,KHAI RISK SOLUTIONS (PTY) LTD,,2018/060725/07,081 066 4381,,10891 Paddeveter Street Kathu 8446,Kathu,1/7/2025,Registered!
NCRCP20956,SIYABONGA VINCENT DLAMINI,,N/A,011 568 5349,,248 Durban Street Greytown 3250,Greytown,1/7/2025,Registered!
NCRCP20957,BRADDON MCCLELAND (PTY) LTD,,2016/297528/07,011 568 5349,,121 Cape Road Mill Park Port Elizabeth 6001,Port Elizabeth,1/7/2025,Registered!
NCRCP20958,FUTURE CASH LOAN (PTY) LTD,,2024/678887/07,078 252 2238,,Shop 0003 Capitol Towers North 25 Madiba Street Pretoria 0002,Pretoria,1/6/2025,Registered!
NCRCP20959,LONGHUA168 TRADING (PTY) LTD,MR QUICK HOME LOAN,2024/541877/07,021 551 1741,,55 Voortkker St Ceres 6835,Ceres,1/6/2025,Registered!
NCRCP20960,MSONGELWA PLANT HIRE (PTY) LTD,MSONGELWA CASH LOANS,2018/617575/07,072 966 6581,,Stand No 272 Section A Siyabuswa 0472,Siyabuswa,1/7/2025,Registered!
NCRCP20961,ETSHENI HOLDINGS AND INVESTMENTS (PTY) LTD,,2024/386667/07,061 519 0494,,33 Romford Rossburg Durban 4093,Durban,1/7/2025,Registered!
NCRCP15508,SUSAN ANN CONNOCK,,N/A,043 722 3067,,C/O Singh & Associates 87 Bonza Bay Road Beacon Bay 5205,Beacon Bay,1/12/2022,Registered!
NCRCP15510,ZISANDA INVESTMENTS AND PROJECTS (PTY) LTD,,2018/434258/07,063 272 8021,,775 Marikana West Rustenburg 0300,Rustenburg,1/14/2022,Registered!
NCRCP15519,MPATHI (PTY) LTD,,2021/850299/07,072 196 6575,,Shop A3 Town Square Stredford Station No 1 Link Road Orange Farm,Orange Farm,1/19/2022,Registered!
NCRCP15522,LUNOTHANDO FINANCE (PTY) LTD,,2021/393021/07,078 641 2979,,8692 Magaqane Street Zone 4 PIMVILLE 1809,PIMVILLE,1/21/2022,Registered!
NCRCP15523,BAKWENA RELIEF AND RETAIL INSTITUTION (PTY) LTD,,2018/003304/07,072 345 7717,,House NO.1126 Hospital View MAHWELERENG 0626,MAHWELERENG,1/24/2022,Registered!
NCRCP15524,TP OPULENCE (PTY) LTD,TPK LOAN SOLUTIONS,2021/392804/07,043 422 0010,,28 Dante Street Amalinda East London 5201,East London,1/25/2022,Registered!
NCRCP15527,SKI SHALOM (PTY) LTD,,2019/140200/07,078 744 0940,,107 Vry Street Vryburg 8601,Vryburg,1/24/2022,Registered!
NCRCP15533,MDULUNG (PTY) LTD,,2017/135917/07,068 562 9178,,12404 Mbabala Street Extension 7 Mhluzi MIDDLEBURG 1050,MIDDLEBURG,1/20/2022,Registered!
NCRCP15534,SP DLAMS ENTERPRISE (PTY) LTD,,2021/742642/07,078 944 2224,,Madala Hostel Block 3 Room 8 TOKOZA 1426,TOKOZA,1/26/2022,Registered!
NCRCP15538,QUAFRIZZ (PTY) LTD,,2021/134751/07,067 952 9518,,R71 Street Mankweng Polokwane 0727,Polokwane,1/25/2022,Registered!
NCRCP18758,PROBUILD FINANCIAL SERVICES (PTY) LTD,,2014/072099/07,051 430 0477,,1 Long Street Hilton Bloemfontein 9301,Bloemfontein,1/12/2024,Registered!
NCRCP18759,THABANG PETER MOKWENA,SHERIFF DE AAR,N/A,065 877 6082,,21 Alida Street De Aar De Aar 7000,De Aar,1/18/2024,Registered!
NCRCP18760,TEE-KAY SNIPER (PTY) LTD,,2023/709354/07,066 137 2662,,Stand No 22 Riba Cross BURGERSFORT 1150,BURGERSFORT,1/17/2024,Registered!
NCRCP18761,MSUSAMPI (PTY) LTD,,2023/747316/07,076 458 3475,,No 1A Middle Street BERGVILLE 3350,BERGVILLE,1/17/2024,Registered!
NCRCP18762,RG MOGATUSI BUSINESS ENTERPRISE (PTY) LTD,,2021/606197/07,078 729 5419,,House No 609 Gannalaagte/Deelpan Ga-Maloka 2781,Ga-Maloka,1/18/2024,Registered!
NCRCP18763,WELLBELOVED IT (PTY) LTD,,2016/025982/07,079 869 7398,,Stand No 117 SCHULZENDAL 1336,SCHULZENDAL,1/17/2024,Registered!
NCRCP18764,ISIBANISEZWE HOLDINGS TRADING PROJECTS (PTY) LTD,,2022/666736/07,035 750 1998,,Ward 5 170185 Kwanoshezi Pietermaritzburg 3200,Pietermaritzburg,1/17/2024,Registered!
NCRCP18765,P PRO ENGINEERING (PTY) LTD,,2006/038988/07,074 126 5602,,22 Van Dyk Road BENONI 1500,BENONI,1/11/2024,Registered!
NCRCP18766,COMPCONNEX (PTY) LTD,,2023/996997/07,079 448 9466,,1926 Pekwa street Ebony Park Ext3 Midrand 1685,Midrand,1/17/2024,Registered!
NCRCP18767,RIEDZISENI PROJECTS (PTY) LTD,,2016/499246/07,076 057 9209,,104 Muledane Block J Thohoyandou 0950,Thohoyandou,1/19/2024,Registered!
NCRCP4164,CERLEM CC,"MONEY WISE, VUSANANI",2002/080086/23,013 243 1025,013 243 1025,Shop 2 Long Mark Centre 19 SADC Street Middelburg 1050,Middelburg,10/14/2009,Registered!
NCRCP418,TUSK CONSTRUCTION SUPPORT SERVICES (PTY) LTD,,1999/001303/07,012 658 0176,012 658 0238,Bondev Office Park Cnr Willem Botha & Werda Road Eldoraigne Centurion 0171,Centurion,5/28/2007,Registered!
NCRCP4180,BONDPRO MORTGAGES ONE (PTY) LTD,,2008/010994/07,021 915 3300,086 500 6999,Fedgroup Place Willie Van Schoor Avenue BELLVILLE 7535,BELLVILLE,6/9/2009,Registered!
NCRCP4182,ACTIVE SOUL CLOTHING CC,CASH CONVERTERS MONTAGUE GARDENS,2006/220414/23,087 820 4080,011 805 2170,81 Milnerton Drive Milnerton Ridge Cape Town 8001,Cape Town,10/28/2009,Registered!
NCRCP4208,PRETORIA NOORD PANDJIESWINKEL CC,,2004/116175/23,012 546 8485,086 273 5786,561 Gerrit Maritz Street Pretoria - North Pretoria 0082,Pretoria,10/26/2009,Registered!
NCRCP421,WESKUS PROMOSIES BK,WYNLAND LENINGS,2003/057018/23,  ,,14 Blake Street Suider-Paarl 7646,Suider-Paarl,5/26/2007,Registered!
NCRCP423,VALORTRADE 1130 CC,SIMUNYE FINANCE,1999/047383/23,011 412 2000,011 828 6012,28 Village Street Randfontein 1759,Randfontein,5/17/2007,Registered!
NCRCP424,DAL HOLDINGS (PTY) LTD,,2004/004149/07,012 809 3327,086 623 0067,76 Tygervalley Office Park Unit 2 Silverlakes Road Tyger Valley Pretoria 0054,Pretoria,5/9/2007,Registered!
NCRCP4241,BODYSHOP EQUIPMENT SOLUTIONS (PTY) LTD,,2004/003260/07,011 884 1124,086 743 0142,10 Clouds End 37 West Road South Morningside Johannesburg 2094,Johannesburg,8/28/2009,Registered!
NCRCP4246,TWIN-A WHOLESALERS (PTY) LTD,TWIN-A WHOLESALERS,2003/018204/07,011 740 1837,011 740 5549,31 Recreation Way Anzac BRAKPAN 1540,BRAKPAN,11/18/2009,Registered!
NCRCP15539,MANKO CONSULTING (PTY) LTD,CASH CRUSADERS TEMBISA,2018/531686/07,082 901 2606,,Shop 26 Cnr Algeria and Olifantsfontein Road Megamart Complex Tembisa 1632,Tembisa,1/27/2022,Registered!
NCRCP15541,AFRIRENT (PTY) LTD,SOBANTU AUTO,2003/023485/07,012 880 0108,,40 Tsessebe Crescent Randjespark MIDRAND 1685,MIDRAND,1/25/2022,Registered!
NCRCP15542,CKYZO PROJECTS AND CONSULTING (PTY) LTD,,2021/910086/07,063 812 2076,,11 Ashwin Cresent Riverview KUILSRIVER 7580,KUILSRIVER,1/26/2022,Registered!
NCRCP15544,ARGENTUM SOLUTIONS (PTY) LTD,,2013/126290/07,082 440 7670,086 684 3717,8 Villa Anel 3h Longdale Street Midstream Estate Centurion 0046,Centurion,1/27/2022,Registered!
NCRCP15545,Q LINK TRADING (PTY) LTD,,2021/749574/07,063 377 7777,,98A Breda Street Lemoenskloof Suider-Paarl 7646,Suider-Paarl,1/27/2022,Registered!
NCRCP15547,XUKUN ZHUANG FINANCIAL SERVICES (PTY) LTD,,2021/157355/07,073 612 0512,,Tarfam Plaza Shop No.4 Main Road BURGERSFORT 1150,BURGERSFORT,1/28/2022,Registered!
NCRCP15548,RUTH ROSE (PTY) LTD,,2018/467134/07,071 073 9058,,O1 Groenewoud Street Universitas BLOEMFONTEIN 9301,BLOEMFONTEIN,1/28/2022,Registered!
NCRCP15549,HUMAN GENUINE (PTY) LTD,,2017/451859/07,063 077 3944,,No 6 Sunset Place Beacon Bay East London. 5200,East London.,11/23/2021,Registered!
NCRCP15552,OVEX (PTY) LTD,,2018/218598/07,021 213 6839,,"Unit 501, The Point Mall 76 Regent Road SEA POINT 8001",SEA POINT,1/28/2022,Registered!
NCRCP15553,MOHAU KASI TRADING (PTY) LTD,,2021/447294/07,076 211 8741,,2071 Section H EKANGALA 1021,EKANGALA,1/25/2022,Registered!
NCRCP18768,SMAT LOAN SOLUTIONS (PTY) LTD,,2023/872049/07,063 153 1953,,4th Avenue 4 C Wedgewood Lofts Waterval East Ext 20 RUSTENBURG 0299,RUSTENBURG,1/17/2024,Registered!
NCRCP18769,MPEMBE LOANS AND FINANCIAL SOLUTIONS (PTY) LTD,,2023/544794/07,079 779 6145,,1897 Qwaba Street Wesselton Location Ermelo 2350,Ermelo,1/18/2024,Registered!
